title,url,test_type,raw_text,text
PJM Development Report,https://www.shl.com/products/product-catalog/view/pjm-development-report/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Person-Job Match Report is unique in that it matches the performance potential of the individual to the job’s specific competencies. This provides you with a comprehensive and insightful understanding of person-job fit. The PJM Development report is written to support competency focused development of an individual. In a development context, this report can be used: To identify specific areas of strength and weakness that may impact on the individual?s performance.As the basis for identifying areas for development and development planning. For discussing fit to future roles and career planning. Mid-Professional, Graduate, Manager, Italian, English International, English (USA), French (Canada), Portuguese (Brazil), Latin American Spanish, Test Type: C A P Remote Testing: Sample Report English International Sample Report English International Sample Report English International Sample Report French (Canada) Sample Report Latin American Spanish Sample Report English (USA) Sample Report English (USA) Sample Report English (USA) Sample Report Italian Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Person-Job Match Report is unique in that it matches the performance potential of the individual to the job’s specific competencies. This provides you with a comprehensive and insightful understanding of person-job fit. The PJM Development report is written to support competency focused development of an individual. In a development context, this report can be used: To identify specific areas of strength and weakness that may impact on the individual?s performance.As the basis for identifying areas for development and development planning. For discussing fit to future roles and career planning. Mid-Professional, Graduate, Manager, Italian, English International, English (USA), French (Canada), Portuguese (Brazil), Latin American Spanish, Test Type: C A P Remote Testing: Sample Report English International Sample Report English International Sample Report English International Sample Report French (Canada) Sample Report Latin American Spanish Sample Report English (USA) Sample Report English (USA) Sample Report English (USA) Sample Report Italian Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Entry-Level, Latin American Spanish, Approximate Completion Time in minutes = - Test Type: S Remote Testing: Product Flyer English (USA) Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Entry-Level, Latin American Spanish, Approximate Completion Time in minutes = - Test Type: S Remote Testing: Product Flyer English (USA) Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Medical Terminology (New),https://www.shl.com/products/product-catalog/view/medical-terminology-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis. Graduate, Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 3 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of different medical terms and abbreviations related to the human body, diseases and diagnosis. Graduate, Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 3 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
SHL Motivational Questionnaire,https://www.shl.com/products/assessments/personality-assessment/shl-motivation-questionnaire-mq/,technical,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options SHL Personality Assessments Speak With Our Team SHL Insights Understand what motivates your workforce and how to activate that knowledge. SHL’s Motivational Questionnaire provides specific insights that facilitate the best talent decisions. Participants rate a series of situations or conditions, deciding how each would affect their motivation to work. SHL utilizes the insights from the MQ to match the candidate with a tailored profile, leveraging our extensive expertise and considering your hiring or development needs. The motivation assessment scores are then delivered to your teams, directly integrated within your SHL talent acquisition or management solution. The Motivation Questionnaire is available on the SHL platform and powers both SHL Talent Acquisition and Talent Management solutions. Discover how we can transform your talent decisions today. Strengthen your workforce by converting diverse, top-quality graduates with meaningful hiring experiences, fair assessment tools and unrivalled science. Reboot your technology hiring process to draw in top-quality developers through immersive experiences and AI-powered virtual hiring tools. Help new and mid-level managers build leadership skills that boost team engagement and drive business results. Drive smarter talent mobility, succession planning, HIPO identification, and workforce development decisions with actionable talent insights. With our platform of pre-configured talent acquisition and talent management solutions, maximize the potential of your company’s greatest asset—your people. See Our Solutions SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options SHL Personality Assessments Speak With Our Team SHL Insights Understand what motivates your workforce and how to activate that knowledge. SHL’s Motivational Questionnaire provides specific insights that facilitate the best talent decisions. Participants rate a series of situations or conditions, deciding how each would affect their motivation to work. SHL utilizes the insights from the MQ to match the candidate with a tailored profile, leveraging our extensive expertise and considering your hiring or development needs. The motivation assessment scores are then delivered to your teams, directly integrated within your SHL talent acquisition or management solution. The Motivation Questionnaire is available on the SHL platform and powers both SHL Talent Acquisition and Talent Management solutions. Discover how we can transform your talent decisions today. Strengthen your workforce by converting diverse, top-quality graduates with meaningful hiring experiences, fair assessment tools and unrivalled science. Reboot your technology hiring process to draw in top-quality developers through immersive experiences and AI-powered virtual hiring tools. Help new and mid-level managers build leadership skills that boost team engagement and drive business results. Drive smarter talent mobility, succession planning, HIPO identification, and workforce development decisions with actionable talent insights. With our platform of pre-configured talent acquisition and talent management solutions, maximize the potential of your company’s greatest asset—your people. See Our Solutions SHL and its affiliates. All rights reserved."
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 10 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 10 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Apache Hive (New),https://www.shl.com/products/product-catalog/view/apache-hive-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of Hive architecture, datatypes, built-in functions, configurations, partitioning, bucketing and commands of Hive query language. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 5 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of Hive architecture, datatypes, built-in functions, configurations, partitioning, bucketing and commands of Hive query language. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 5 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,cognitive,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Assesses how the candidate comprehends numerical information in various formats. Graduate, Manager, Mid-Professional, Professional Individual Contributor, French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Canada), Greek, Slovak, Serbian, Arabic, Approximate Completion Time in minutes = 20 Test Type: A S Remote Testing: Product Fact Sheet English (USA) Product Fact Sheet Danish Product Fact Sheet Dutch Product Fact Sheet French Product Fact Sheet German Product Fact Sheet Italian Product Fact Sheet Swedish Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Assesses how the candidate comprehends numerical information in various formats. Graduate, Manager, Mid-Professional, Professional Individual Contributor, French, German, Italian, Dutch, Chinese Simplified, Danish, Finnish, Norwegian, Swedish, Estonian, Latvian, Lithuanian, English International, English (USA), Czech, Polish, Latin American Spanish, Spanish, Thai, Japanese, Korean, Portuguese, Portuguese (Brazil), Chinese Traditional, Hungarian, Indonesian, Russian, Romanian, Turkish, French (Canada), Greek, Slovak, Serbian, Arabic, Approximate Completion Time in minutes = 20 Test Type: A S Remote Testing: Product Fact Sheet English (USA) Product Fact Sheet Danish Product Fact Sheet Dutch Product Fact Sheet French Product Fact Sheet German Product Fact Sheet Italian Product Fact Sheet Swedish Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Oracle DBA (Entry Level) (New),https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/,technical,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 12 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration. Mid-Professional, Professional Individual Contributor, English (USA), Approximate Completion Time in minutes = 12 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Entry Level Customer Service (General) Solution,https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,simulation,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Precise Fit Entry Level Customer Service Solution (General) is for a wide range of entry-level positions where employees are expected to interact with customers when carrying out critical tasks of the job. This includes positions that require frequent interactions with customers, or positions where customer service is not central to the role, but is still essential for successful performance on the job. Sample tasks for these jobs include, but are not limited to: interacting with customers on the phone to provide information; taking orders; solving product or service issues; and responding positively to difficult or irate customers. Report Language Availability: English (USA) Entry-Level, English (USA), English International, French (Canada), Italian, Dutch, Norwegian, Finnish, Danish, Latin American Spanish, German, French, Chinese Simplified, Swedish, Arabic, Approximate Completion Time in minutes = 14 Test Type: C P Remote Testing: Detailed Report English (USA) Development Report English (USA) Interview Report English (USA) Product fact sheet English (USA) Product fact sheet Chinese Simplified Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Precise Fit Entry Level Customer Service Solution (General) is for a wide range of entry-level positions where employees are expected to interact with customers when carrying out critical tasks of the job. This includes positions that require frequent interactions with customers, or positions where customer service is not central to the role, but is still essential for successful performance on the job. Sample tasks for these jobs include, but are not limited to: interacting with customers on the phone to provide information; taking orders; solving product or service issues; and responding positively to difficult or irate customers. Report Language Availability: English (USA) Entry-Level, English (USA), English International, French (Canada), Italian, Dutch, Norwegian, Finnish, Danish, Latin American Spanish, German, French, Chinese Simplified, Swedish, Arabic, Approximate Completion Time in minutes = 14 Test Type: C P Remote Testing: Detailed Report English (USA) Development Report English (USA) Interview Report English (USA) Product fact sheet English (USA) Product fact sheet Chinese Simplified Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Microsoft Excel 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-excel-365-new/,simulation,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Microsoft Excel 365 simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks. Entry-Level, English (USA), Approximate Completion Time in minutes = 35 Test Type: K S Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Microsoft Excel 365 simulation evaluates ability to perform certain operations in a simulated environment of MS Excel, and includes the following topics: Applying Formulas and Functions, Creating and Analyzing Data, Formatting Cells, Data, and Content, Managing Workbooks and Worksheets, Presenting Data Visually, Printing and Views, and Sharing, Maintaining, and Securing Workbooks. Entry-Level, English (USA), Approximate Completion Time in minutes = 35 Test Type: K S Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Data Entry (New),https://www.shl.com/products/product-catalog/view/data-entry-new/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Simulated data entry test that measures the ability to accurately transcribe data from pre-filled forms and the ability to verify pre-filled data. Entry-Level, English (USA), Approximate Completion Time in minutes = 4 Test Type: S Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options Simulated data entry test that measures the ability to accurately transcribe data from pre-filled forms and the ability to verify pre-filled data. Entry-Level, English (USA), Approximate Completion Time in minutes = 4 Test Type: S Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken. Entry-Level, English (USA), English (Australia), English International, Approximate Completion Time in minutes = 6 Test Type: A K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates a score based on the total number of keystrokes, time taken, and number of errors made when typing six passages. This Split Screen Typing Test uses the following method to determine the Net Words Per Minute score: Net Words Per Minute = ((Gross Words Per Minute * Time Taken) - Total Errors) / Time Taken. Entry-Level, English (USA), English (Australia), English International, Approximate Completion Time in minutes = 6 Test Type: A K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Filing - Numbers,https://www.shl.com/products/product-catalog/view/filing-numbers/,cognitive,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options This test measures ability to sort items in numerical order. Test takers are shown a graphical display of four folder tabs -- three contain numbers and one is blank, and all are sorted in numeric order. The test taker is required to select the number from a list that belongs on the blank tab. Entry-Level, English (USA), Approximate Completion Time in minutes = 3 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options This test measures ability to sort items in numerical order. Test takers are shown a graphical display of four folder tabs -- three contain numbers and one is blank, and all are sorted in numeric order. The test taker is required to select the number from a list that belongs on the blank tab. Entry-Level, English (USA), Approximate Completion Time in minutes = 3 Test Type: K Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Entry-Level, English (USA), Approximate Completion Time in minutes = - Test Type: S Remote Testing: Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 2023). Compliance with Law 144 is your responsibility. Read more on https://www.shl.com/legal/shl-us-regulatory-compliance/ Entry-Level, English (USA), Approximate Completion Time in minutes = - Test Type: S Remote Testing: Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Entry Level Hotel Front Desk Solution,https://www.shl.com/products/product-catalog/view/entry-level-hotel-front-desk-solution/,simulation,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Precise Fit Entry Level Hotel Front Desk Solution is for entry-level customer service positions in the hospitality industry. The solution is appropriate for positions in which the majority of the work is done at the front or guest check-in desk. Sample tasks may include: welcoming guests warmly, issuing keys to guests, and accepting payment. Report Language Availability: English (USA) Entry-Level, French (Canada), Italian, French, Chinese Simplified, Swedish, Arabic, English (USA), English International, Latin American Spanish, German, Dutch, Norwegian, Finnish, Danish, Approximate Completion Time in minutes = 20 Test Type: C P Remote Testing: Entry Level Hotel Front Desk Detailed Report English (USA) Entry Level Hotel Front Desk DevelopmentReport English (USA) Entry Level Hotel Front Desk InterviewReport English (USA) Product Fact Sheet English (USA) Product Fact Sheet Chinese Simplified Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Precise Fit Entry Level Hotel Front Desk Solution is for entry-level customer service positions in the hospitality industry. The solution is appropriate for positions in which the majority of the work is done at the front or guest check-in desk. Sample tasks may include: welcoming guests warmly, issuing keys to guests, and accepting payment. Report Language Availability: English (USA) Entry-Level, French (Canada), Italian, French, Chinese Simplified, Swedish, Arabic, English (USA), English International, Latin American Spanish, German, Dutch, Norwegian, Finnish, Danish, Approximate Completion Time in minutes = 20 Test Type: C P Remote Testing: Entry Level Hotel Front Desk Detailed Report English (USA) Entry Level Hotel Front Desk DevelopmentReport English (USA) Entry Level Hotel Front Desk InterviewReport English (USA) Product Fact Sheet English (USA) Product Fact Sheet Chinese Simplified Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Global Skills Assessment,https://www.shl.com/products/product-catalog/view/global-skills-assessment/,behavioural,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today. Indonesian, Italian, Swedish, Thai, Portuguese (Brazil), French (Canada), Chinese Simplified, Danish, Finnish, French, German, English International, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Romanian, Spanish, Vietnamese, Chinese Traditional, Arabic, English (USA), Dutch, Portuguese, Turkish, Approximate Completion Time in minutes = 16 Test Type: C K Remote Testing: Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today. Indonesian, Italian, Swedish, Thai, Portuguese (Brazil), French (Canada), Chinese Simplified, Danish, Finnish, French, German, English International, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Romanian, Spanish, Vietnamese, Chinese Traditional, Arabic, English (USA), Dutch, Portuguese, Turkish, Approximate Completion Time in minutes = 16 Test Type: C K Remote Testing: Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/products/product-catalog/view/mechanical-focus-8-0/,behavioural,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Manufacturing & Industrial Mechanical Focus 8.0 Job-Focused Assessment measures the behaviors that underlie successful and safe performance in an industrial/manufacturing setting. This solution assesses mechanical comprehension and other foundational behaviors including behaving safely in the workplace; applying domain-related expertise; offering practical solutions; and attending to multiple tasks. Potential job titles that use this solution include: Machine and Equipment Operators, Assemblers and Fitters, and Maintenance/Repair Workers. Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, English (USA), English International, Italian, Japanese, Latin American Spanish, Chinese Simplified, Approximate Completion Time in minutes = 31 Test Type: A P Remote Testing: Fact Sheet English (USA) Sample Report (Candidate) English (USA) Sample Report (Interview) English (USA) Sample Report (Detailed) English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Manufacturing & Industrial Mechanical Focus 8.0 Job-Focused Assessment measures the behaviors that underlie successful and safe performance in an industrial/manufacturing setting. This solution assesses mechanical comprehension and other foundational behaviors including behaving safely in the workplace; applying domain-related expertise; offering practical solutions; and attending to multiple tasks. Potential job titles that use this solution include: Machine and Equipment Operators, Assemblers and Fitters, and Maintenance/Repair Workers. Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, English (USA), English International, Italian, Japanese, Latin American Spanish, Chinese Simplified, Approximate Completion Time in minutes = 31 Test Type: A P Remote Testing: Fact Sheet English (USA) Sample Report (Candidate) English (USA) Sample Report (Interview) English (USA) Sample Report (Detailed) English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
MFS 360 UCF Standard Report,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-standard-report/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options This is the default MFS report. It is based on the UCF20 competency model. The report will only show those scales that were selected as part of the questionnaire setup. The importance rating, open questions and multiple choice questions are optional parts of the questionnaire. Only if those parts were added to the questionnaire will they show in the report. Open and multiple Choice questions are of the clients’ own design. The example report here does not include developments tips, but those can be added if requested (see performance and potential report for examples of that). Test Type: D Remote Testing: Sample Report English International Sample Report French (Canada) Sample Report Latin American Spanish Sample Report English (USA) Sample Report Chinese Simplified Sample Report Indonesian Sample Report Japanese Sample Report Korean Sample Report Czech Sample Report Danish Sample Report Dutch Sample Report Finnish Sample Report French Sample Report German Sample Report Hungarian Sample Report Italian Sample Report Norwegian Sample Report Polish Sample Report Portuguese Sample Report Russian Sample Report Serbian Sample Report Spanish Sample Report Swedish Sample Report Turkish Sample Report Icelandic Sample Report Portuguese (Brazil) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options This is the default MFS report. It is based on the UCF20 competency model. The report will only show those scales that were selected as part of the questionnaire setup. The importance rating, open questions and multiple choice questions are optional parts of the questionnaire. Only if those parts were added to the questionnaire will they show in the report. Open and multiple Choice questions are of the clients’ own design. The example report here does not include developments tips, but those can be added if requested (see performance and potential report for examples of that). Test Type: D Remote Testing: Sample Report English International Sample Report French (Canada) Sample Report Latin American Spanish Sample Report English (USA) Sample Report Chinese Simplified Sample Report Indonesian Sample Report Japanese Sample Report Korean Sample Report Czech Sample Report Danish Sample Report Dutch Sample Report Finnish Sample Report French Sample Report German Sample Report Hungarian Sample Report Italian Sample Report Norwegian Sample Report Polish Sample Report Portuguese Sample Report Russian Sample Report Serbian Sample Report Spanish Sample Report Swedish Sample Report Turkish Sample Report Icelandic Sample Report Portuguese (Brazil) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
Reading Comprehension - Spanish v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,general,"We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a passage that must read in order to answer the question being asked. The questions focus on the ability to demonstrate an understanding of the passage. Questions may be specific in nature, with answers that can be found almost word for word in the passage. For example, the question may ask for a date, name or place that can be found by closely reading through the passage. Alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. ""What is the theme of the passage?"" or ""What is the mood of the author?"" are examples of general questions that may be asked. Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, Latin American Spanish, Approximate Completion Time in minutes = 26 Test Type: A Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved.","We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. Latest browser options The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a passage that must read in order to answer the question being asked. The questions focus on the ability to demonstrate an understanding of the passage. Questions may be specific in nature, with answers that can be found almost word for word in the passage. For example, the question may ask for a date, name or place that can be found by closely reading through the passage. Alternatively, the questions may be general in nature, with answers that can be determined only by fully understanding the meaning of the passage. ""What is the theme of the passage?"" or ""What is the mood of the author?"" are examples of general questions that may be asked. Entry-Level, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor, Latin American Spanish, Approximate Completion Time in minutes = 26 Test Type: A Remote Testing: Product Fact Sheet English (USA) Speak to our team today to see how our products transform talent strategy. Book a Demo SHL and its affiliates. All rights reserved."
